eventid,time,location,latitude,longitude,depth,magnitude,shakemap-depth,shakemap-event-description,shakemap-event-type,shakemap-eventsource,shakemap-eventsourcecode,shakemap-eventtime,shakemap-gmice,shakemap-latitude,shakemap-longitude,shakemap-magnitude,shakemap-map-status,shakemap-maximum-latitude,shakemap-maximum-longitude,shakemap-maxmmi,shakemap-maxmmi-grid,shakemap-maxpga,shakemap-maxpga-grid,shakemap-maxpgv,shakemap-maxpgv-grid,shakemap-maxpsa03,shakemap-maxpsa03-grid,shakemap-maxpsa10,shakemap-maxpsa10-grid,shakemap-maxpsa30,shakemap-maxpsa30-grid,shakemap-minimum-latitude,shakemap-minimum-longitude,shakemap-original-signature,shakemap-original-signature-version,shakemap-pdl-client-version,shakemap-process-timestamp,shakemap-review-status,shakemap-shakemap-code-version,shakemap-version,losspager-alertlevel,losspager-depth,losspager-eventsource,losspager-eventsourcecode,losspager-eventtime,losspager-latitude,losspager-longitude,losspager-magnitude,losspager-maxmmi,losspager-original-signature,losspager-original-signature-version,losspager-pdl-client-version,losspager-review-status,dyfi-depth,dyfi-eventsource,dyfi-eventsourcecode,dyfi-eventtime,dyfi-latitude,dyfi-longitude,dyfi-magnitude,dyfi-maxmmi,dyfi-num-responses,dyfi-numResp,dyfi-original-signature,dyfi-original-signature-version,dyfi-pdl-client-version,shakemap-overlayHeight,shakemap-overlayWidth
us7000aqj0,2020-07-17 18:32:58.716,"247 km E of Port Blair, India",12.0979,94.9745,5.07,5.7,5.1,USGS NEIC ShakeMap,ACTUAL,us,7000aqj0,2020-07-17T18:32:58.000Z,WGRW12,12.0979,94.9745,5.7,automatic,13.0,95.9,,6.703,,0.299,,2.87,,0.541,,0.14,,0.021,11.183,94.05,MCwCFEkDFKEA8hQ0MVzQ/oedDbDOEt/+AhQtPnR6bLAtpdBmGvGzavPdSdovmQ==,v1,Version 2.4.0 2020-05-11,2020-08-14T21:32:40Z,automatic,4.0.1+525.gcbad862,6,green,5.1,us,7000aqj0,2020-07-17T18:32:58.000Z,12.0979,94.9745,5.7,0.0,MCwCFDbF2UfY/2asaAbPtQDLjRqY0dSOAhQ6bjCyov80GHvNI0HV8mD3bgnmZA==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000aqpi,2020-07-18 01:37:15.512,"57 km W of Kirakira, Solomon Islands",-10.4102,161.394,48.0,5.8,48.0,USGS NEIC ShakeMap,ACTUAL,us,7000aqpi,2020-07-18T01:37:15.000Z,WGRW12,-10.4102,161.394,5.8,automatic,-9.5,162.3,4.848,4.985,0.066,0.073,1.396,1.545,0.152,0.167,0.043,0.051,0.005,0.007,-11.3,160.483,MC4CFQCSQ3rkVaswQJ/qWSC6YbCwYlSciAIVAIw8aoejTF+Jym3Sm/SVcl62uGYR,v1,Version 2.4.0 2020-05-11,2020-08-14T00:57:38Z,automatic,4.0.1+525.gcbad862,6,green,48.0,us,7000aqpi,2020-07-18T01:37:15.000Z,-10.4102,161.394,5.8,5.0,MCwCFGWZ9kLHbtz8q7vm9cVnMu5UcYgyAhR9YGwll9SbtYObn+8F1gdQuTuvbg==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000aqwd,2020-07-18 15:32:36.835,"141 km ENE of Hihifo, Tonga",-15.2553,-172.694,12.0,6.1,12.0,USGS NEIC ShakeMap,ACTUAL,us,7000aqwd,2020-07-18T15:32:36.000Z,WGRW12,-15.2553,-172.694,6.1,automatic,-13.317,-170.717,3.719,6.53,0.013,0.275,0.448,2.765,0.042,0.567,0.019,0.147,0.004,0.022,-17.15,-174.683,MC0CFQCLlbqUetsf/mVJ7QinYiGOYIXsCwIUa58eVYc3hK6jxNduY6XoXXDSOwU=,v1,Version 2.4.0 2020-05-11,2020-09-19T18:18:38Z,automatic,4.0.1+565.gc209dea,8,green,12.0,us,7000aqwd,2020-07-18T15:32:36.000Z,-15.2553,-172.694,6.1,3.0,MCwCFH5CLqhnN8xnIBuD7gG0l1U2iykuAhQKXfvH2NSMXLD/quZZUJquGl4bmg==,v1,Version 2.4.0 2020-05-11,automatic,16.0,us,7000aqwd,2020-07-18T15:32:37.000Z,-15.2462,-172.6977,6.1,3.1,1.0,1.0,MC0CFQDS3cQR/AQFOcE0vLpcCyAA3OwYPgIUfye5+YtL4uOWVwPQs0oBAseKbMM=,v1,Version 2.4.0 2020-05-11,,
us7000asms,2020-07-21 20:56:25.167,Fiji region,-20.8045,-178.6325,605.2,6.0,605.2,USGS NEIC ShakeMap,ACTUAL,us,7000asms,2020-07-21T20:56:25.000Z,WGRW12,-20.8045,-178.6325,6.0,automatic,-19.883,-177.667,,1.754,,0.001,,-3.418,,0.001,,0.0,,0.0,-21.683,-179.583,MCwCFGSgIt3dGO9fcDvi63MQglalTePYAhQas5dCr1BhrJXcG6xybET/tcNoBA==,v1,Version 2.4.0 2020-05-11,2020-08-19T19:47:05Z,automatic,4.0.1+525.gcbad862,5,green,605.2,us,7000asms,2020-07-21T20:56:25.000Z,-20.8045,-178.6325,6.0,0.0,MCwCFCac/c8ljg27I1/WVsU898WEf3a5AhRDUzLzpnI3i1s2FHal35NEIA4XXg==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000asvb,2020-07-22 06:12:44.810,"99 km SSE of Perryville, Alaska",55.0715,-158.596,28.0,7.8,28.0,USGS NEIC ShakeMap,ACTUAL,us,7000asvb,2020-07-22T06:12:44.000Z,WGRW12,55.0715,-158.596,7.8,automatic,60.433,-146.467,6.501,7.662,0.216,0.684,2.809,3.59,0.41,1.293,0.171,0.37,0.029,0.057,48.533,-167.667,MCwCFG/JVMGhEa5YziRw4pzDyzY1ykKiAhR3tEKk8Zp6lXu/pT0FgY+SHofTWg==,v1,Version 2.4.0 2020-05-11,2020-10-02T12:26:56Z,automatic,4.0.1+565.gc209dea.dirty,14,green,23.0,ak,0209dha24u,2020-07-22T06:12:42.000Z,54.8829,-158.4184,7.8,4.0,MCwCFHUuFoDQSaenBt/aYz6oc6u/oebKAhQJxDjS5DTTA87DJ8QMsCqpdMGNzQ==,v1,Version 2.4.0 2020-05-11,automatic,28.0,us,7000asvb,2020-07-22T06:12:44.000Z,55.0715,-158.596,7.8,7.1,301.0,301.0,MCwCFGByNWdbJboVijmFfEuSFEiOJNL1AhRsIj8KtjHLQsdQQDquoNbvT1dooA==,v1,Version 2.4.0 2020-05-11,,
us7000asx4,2020-07-22 06:16:18.627,"101 km ESE of Sand Point, Alaska",54.969,-159.0413,16.53,6.1,16.5,USGS NEIC ShakeMap,ACTUAL,us,7000asx4,2020-07-22T06:16:18.000Z,WGRW12,54.969,-159.0413,6.1,automatic,56.733,-155.767,5.937,6.003,0.17,0.187,2.302,2.355,0.417,0.419,0.108,0.114,0.013,0.014,53.117,-162.0,MCwCFFVL0eiq7STpteHsrcOGWZQXIQ5gAhQs7JHoSrFKyCr+iaksmZNIzo+V9Q==,v1,Version 2.4.0 2020-05-11,2020-08-24T09:20:23Z,automatic,4.0.1+565.gc209dea,4,green,16.5,us,7000asx4,2020-07-22T06:16:18.000Z,54.969,-159.0413,6.1,4.0,MCwCFDwjDl0gSHh49tYop2s4cKWxHBDAAhRePjlSOFRZT2f6ud1QkaM/54AEAA==,v1,Version 2.4.0 2020-05-11,automatic,17.67,us,7000asx4,2020-07-22T06:16:18.000Z,54.9322,-159.0423,6.1,4.7,5.0,5.0,MCwCFAsI7S7kqxuFhSfQ1jAOCz/ssBywAhRDnHtE8Q2yK90wAy4Sup41djC7Mw==,v1,Version 2.4.0 2020-05-11,,
us7000aswr,2020-07-22 06:20:07.865,"122 km ESE of Sand Point, Alaska",54.7461,-158.875,24.6,5.6,24.6,USGS NEIC ShakeMap,ACTUAL,us,7000aswr,2020-07-22T06:20:07.000Z,WGRW12,54.7461,-158.875,5.6,automatic,56.517,-155.617,3.79,4.684,0.022,0.046,0.582,0.894,0.057,0.104,0.016,0.022,0.002,0.003,52.9,-161.817,MC0CFDCnAAsJQH2xZhV5JEZ2qRe5uoAxAhUAmAktthnH3K5rltQ0tPcho9D9MSs=,v1,Version 2.4.0 2020-05-11,2020-08-24T09:39:57Z,automatic,4.0.1+565.gc209dea,6,green,24.6,us,7000aswr,2020-07-22T06:20:07.000Z,54.7461,-158.875,5.6,3.0,MC0CFQCAyJnEgbSAs4LpxE4SsAj0rm6RhwIUIvbChSIwdJ4BPSVjGVzoBYe4gus=,v1,Version 2.4.0 2020-05-11,automatic,26.21,us,7000aswr,2020-07-22T06:20:07.000Z,54.7132,-158.9076,5.7,3.1,1.0,1.0,MC0CFDACx7R3tKU4mFsQLyc4nU+XdvfFAhUA0gniQLHsL2u5htTfzJQ51YaGiMM=,v1,Version 2.4.0 2020-05-11,,
us7000asy0,2020-07-22 08:13:30.171,"76 km ESE of Sand Point, Alaska",55.2036,-159.3181,45.22,5.7,45.2,USGS NEIC ShakeMap,ACTUAL,us,7000asy0,2020-07-22T08:13:30.000Z,WGRW12,55.2036,-159.3181,5.7,automatic,56.967,-156.017,4.051,4.179,0.04,0.044,0.747,1.161,0.098,0.117,0.023,0.035,0.002,0.004,53.35,-162.3,MC0CFFExmQw819tq7D15gFthdeLlEfzLAhUAju/IZSGCioX3/FMudzMSZPJOAr4=,v1,Version 2.4.0 2020-05-11,2020-09-07T13:44:16Z,automatic,4.0.1+565.gc209dea,7,green,45.2,us,7000asy0,2020-07-22T08:13:30.000Z,55.2036,-159.3181,5.7,3.0,MCwCFD3aP4cpCOIqOKkd+TDjPSYH3yXeAhRpZkUIeGdWoCmGzgrlJS9yw9WTeA==,v1,Version 2.4.0 2020-05-11,automatic,36.71,us,7000asy0,2020-07-22T08:13:29.000Z,55.2233,-159.3719,5.8,3.1,3.0,3.0,MCwCFDDITw+cKmuf4wXzbwz/QrPshHHlAhQmytsSto0dfKBpi2fIG2cZyvfezw==,v1,Version 2.4.0 2020-05-11,,
us6000b26j,2020-07-22 20:07:19.194,western Xizang,33.1438,86.8637,10.0,6.3,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b26j,2020-07-22T20:07:19.000Z,WGRW12,33.1438,86.8637,6.3,automatic,37.6,92.633,7.345,7.345,0.27,0.27,3.417,3.417,0.687,0.687,0.329,0.329,0.084,0.084,28.45,81.667,MCwCFEgJlZTbcybQbDtBJxH5Ftb9KpHaAhQ7v3lKUoLT5NtbP3ApG2R/cHlFpA==,v1,Version 2.4.0 2020-05-11,2020-08-27T13:49:46Z,automatic,4.0.1+565.gc209dea,7,yellow,10.0,us,6000b26j,2020-07-22T20:07:19.000Z,33.1438,86.8637,6.3,5.0,MCwCFCDpYBsT+PV+z1TsHrDh9nK8dddSAhRrY0Vt4p/5eQ0XqMSp7NbVo9FEIA==,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,6000b26j,2020-07-22T20:07:19.000Z,33.1463,86.8666,6.3,2.0,2.0,2.0,MC0CFQDVPyrlDFKHGKaParWFDT70OxHWrgIUYeCK7zZa4kSHAdNKmKVbk216waQ=,v1,Version 2.4.0 2020-05-11,,
us6000b29h,2020-07-22 21:39:58.521,"73 km S of Ivanof Bay, Alaska",55.2459,-159.344,35.64,5.5,35.6,USGS NEIC ShakeMap,ACTUAL,us,6000b29h,2020-07-22T21:39:58.000Z,WGRW12,55.2459,-159.344,5.5,automatic,57.017,-156.033,3.84,3.875,0.036,0.039,0.297,0.77,0.065,0.083,0.01,0.016,0.002,0.003,53.4,-162.333,MC0CFQCGoGJwwOUBj+S8ZsdDE3fu3dPmhAIUOCOeEd4cvAuwx2XkfGnfdtIyIbA=,v1,Version 2.4.0 2020-05-11,2020-08-27T05:34:38Z,automatic,4.0.1+565.gc209dea,7,green,35.6,us,6000b29h,2020-07-22T21:39:58.000Z,55.2459,-159.344,5.5,3.0,MC0CFQCSMmPmffe0E3uw1zpmflI/cgWjyQIUFdg0HpopcIaPqeB4nR0S5zSS4ag=,v1,Version 2.4.0 2020-05-11,automatic,35.63,us,6000b29h,2020-07-22T21:39:58.000Z,55.2507,-159.3189,5.5,3.4,8.0,8.0,MC0CFEsTXzB98qNWFx02um+s4NUsWIbmAhUAuEdTbw8RuuEHTe6BUlJn6EHSlH0=,v1,Version 2.4.0 2020-05-11,,
us6000b35c,2020-07-24 03:19:50.979,"26 km SSE of Crucecita, Mexico",15.5641,-96.0043,11.0,5.5,11.0,USGS NEIC ShakeMap,ACTUAL,us,6000b35c,2020-07-24T03:19:50.000Z,WGRW12,15.5641,-96.0043,5.5,automatic,17.35,-94.1,4.678,6.024,0.066,0.196,1.357,2.061,0.155,0.364,0.042,0.072,0.005,0.008,13.75,-97.833,MC0CFQCZ21sbi8+6yxqaFx4poBRNkemVYQIUBLL31CzbVqaKB57xNp9ZrfwOQ4k=,v1,Version 2.4.0 2020-05-11,2020-09-26T20:16:03Z,automatic,4.0.1+565.gc209dea.dirty,5,green,11.0,us,6000b35c,2020-07-24T03:19:50.000Z,15.5641,-96.0043,5.5,5.0,MCwCFE+nc9I+KTPjK/+aes1Z+lS08RfZAhR+VwtQ28GqlQSeTRV1bimu3FLsMA==,v1,Version 2.4.0 2020-05-11,automatic,11.0,us,6000b35c,2020-07-24T03:19:50.000Z,15.5641,-96.0043,5.5,6.2,8.0,8.0,MC0CFQCnloXjNMEK5myCOHu9OMUeh+ROFgIUVqKfH3Ft8T86BCgavGW+4wug1ZY=,v1,Version 2.7.9 2021-02-10,,
us6000b46r,2020-07-26 00:53:59.061,South Sandwich Islands region,-60.7833,-25.413,10.0,6.4,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b46r,2020-07-26T00:53:59.000Z,WGRW12,-60.7833,-25.413,6.4,automatic,-56.8,-18.6,3.321,6.526,0.006,0.215,-0.325,2.833,0.012,0.416,0.007,0.135,0.002,0.031,-64.283,-33.983,MCwCFFmh4Md/vKPan1nmUDaZ01BSGeCHAhQoFl/qH9KLS3tvqaLwm0rpibz6CQ==,v1,Version 2.4.0 2020-05-11,2020-09-26T21:44:16Z,automatic,4.0.1+565.gc209dea.dirty,5,green,10.0,us,6000b46r,2020-07-26T00:53:59.000Z,-60.7833,-25.413,6.4,0.0,MCwCFBOxOVYUcDX1xHyXaqIQt9oAaq3CAhQMR2mFt9psW4vUL27TQpXIU4/dkw==,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,6000b46r,2020-07-26T00:53:59.000Z,-60.7812,-25.4055,6.4,0.0,0.0,0.0,MC4CFQDQgBY6f6c0s4YbKBnmw09Fy9kWPwIVANYUS0iFlr0M+uBZ+ruK9O+SQ5B6,v1,Version 2.4.0 2020-05-11,,
us6000b4ug,2020-07-27 17:32:45.227,"3 km N of La Paz, Philippines",9.0183,126.2681,43.39,5.8,43.4,USGS NEIC ShakeMap,ACTUAL,us,6000b4ug,2020-07-27T17:32:45.000Z,WGRW12,9.0183,126.2681,5.8,automatic,10.817,128.1,5.095,5.095,0.08,0.08,1.694,1.694,0.184,0.184,0.058,0.058,0.007,0.007,7.217,124.45,MCwCFGHvWGZVqSHUUZYjHPxi2RORm6X7AhQSvGgu6Hfjhdeff65amPKbRkG+0g==,v1,Version 2.4.0 2020-05-11,2020-10-03T13:56:52Z,automatic,4.0.1+565.gc209dea.dirty,8,green,43.4,us,6000b4ug,2020-07-27T17:32:45.000Z,9.0183,126.2681,5.8,5.0,MCwCFEeJtBids5cmW3mraPXR9Rsz9Q50AhQSAHCii8e7c/7lXvzOaAOnNbVEkA==,v1,Version 2.4.0 2020-05-11,automatic,42.59,us,6000b4ug,2020-07-27T17:32:45.000Z,9.0127,126.2682,5.8,7.7,27.0,27.0,MC4CFQCyTfsOmKdcbJFzDgjvux84HShoPAIVAKjOqp10RYrpxnkz2NDfM5d8sGmR,v1,Version 2.4.0 2020-05-11,,
us6000b4yh,2020-07-27 19:34:37.979,"46 km SSE of Sand Point, Alaska",54.9365,-160.3108,37.48,5.5,37.5,USGS NEIC ShakeMap,ACTUAL,us,6000b4yh,2020-07-27T19:34:37.000Z,WGRW12,54.9365,-160.3108,5.5,automatic,56.7,-157.033,4.216,4.27,0.045,0.046,0.699,1.088,0.087,0.095,0.016,0.024,0.002,0.003,53.083,-163.267,MC0CFC2gEupEI+y+Q7Ib+l7awWUTCHoAAhUAl3yu62JYbcK95on8S8WA5aaKIJY=,v1,Version 2.4.0 2020-05-11,2020-10-03T14:58:52Z,automatic,4.0.1+565.gc209dea.dirty,9,green,37.5,us,6000b4yh,2020-07-27T19:34:37.000Z,54.9365,-160.3108,5.5,4.0,MCwCFFPOD6wF9uTSEBj9/NB4S/WGM39bAhQSc5g8xaLHRLIFWPok6YwXpsh80A==,v1,Version 2.4.0 2020-05-11,automatic,38.51,us,6000b4yh,2020-07-27T19:34:37.000Z,54.9148,-160.2849,5.4,4.3,10.0,10.0,MCwCFHpobCT29mF8jXBtwzXnXktRwKxnAhQSoSXjMj1BlggKBEFhNrDWREwE5g==,v1,Version 2.4.0 2020-05-11,,
us6000b56k,2020-07-28 08:03:43.215,"75 km SW of Sand Point, Alaska",54.7905,-161.2041,35.15,6.1,35.1,USGS NEIC ShakeMap,ACTUAL,us,6000b56k,2020-07-28T08:03:43.000Z,WGRW12,54.7905,-161.2041,6.1,automatic,56.55,-157.933,4.61,5.477,0.054,0.107,1.398,1.875,0.118,0.224,0.041,0.066,0.005,0.007,52.95,-164.15,MCwCFE5JvMFQCIFmQhbIhblN3S47o9BKAhQ+kFbu4Y6Pv64AKxH2w898yo/jTA==,v1,Version 2.4.0 2020-05-11,2020-09-07T13:05:43Z,automatic,4.0.1+565.gc209dea,6,green,35.1,us,6000b56k,2020-07-28T08:03:43.000Z,54.7905,-161.2041,6.1,4.0,MCwCFGdHnxzlfcxuiXhgKTCkfLwFEpstAhQi1f5Ehe8vAQFiZ5jZxvVuU8Hu9w==,v1,Version 2.4.0 2020-05-11,automatic,41.26,us,6000b56k,2020-07-28T08:03:44.000Z,54.8674,-161.1436,6.1,5.5,17.0,17.0,MC4CFQCPmCJaJ83Qh7XrJTxKmydtafoyFgIVAIsKIoV2S2StQt19r9AeoXMNECFW,v1,Version 2.4.0 2020-05-11,,
us6000b5zl,2020-07-29 09:12:16.363,"44 km SSE of Sand Point, Alaska",54.9443,-160.3298,39.0,5.6,39.0,USGS NEIC ShakeMap,ACTUAL,us,6000b5zl,2020-07-29T09:12:16.000Z,WGRW12,54.9443,-160.3298,5.6,automatic,56.717,-157.05,4.243,4.297,0.048,0.049,0.847,1.234,0.12,0.131,0.025,0.037,0.003,0.004,53.1,-163.3,MC0CFQCG9SYDUr8f0iPhdVFQlH+Ei0V5MAIURzc6iqdqu3Lur/dOmQlNwuigO/4=,v1,Version 2.4.0 2020-05-11,2020-10-04T04:56:50Z,automatic,4.0.1+565.gc209dea.dirty,7,green,39.0,us,6000b5zl,2020-07-29T09:12:16.000Z,54.9443,-160.3298,5.6,4.0,MC0CFH0hf6+dN/elCRq1Y5YtCO2e/9SYAhUAg9mjCutIFCa/FYPl69YJQog+Kc8=,v1,Version 2.4.0 2020-05-11,automatic,41.96,us,6000b5zl,2020-07-29T09:12:16.000Z,54.9488,-160.307,5.6,4.3,6.0,6.0,MC0CFBax/X7dWxQ9eAERjRSpEIgXnDMSAhUAvsCyq6jVXC3Xm3Jyr9kH7SGVS1c=,v1,Version 2.4.0 2020-05-11,,
us6000b6i4,2020-07-30 00:35:56.884,"Izu Islands, Japan region",30.6287,141.7721,14.25,5.8,14.2,USGS NEIC ShakeMap,ACTUAL,us,6000b6i4,2020-07-30T00:35:56.000Z,WGRW12,30.6287,141.7721,5.8,automatic,32.417,143.9,3.063,5.953,0.005,0.186,-1.246,2.09,0.009,0.374,0.003,0.078,0.001,0.01,28.817,139.717,MC4CFQCRixFYBksY+glX2o7laQZRt7kvVQIVAI1sFaOj2RbbsUxsy+vJD9kuPuh1,v1,Version 2.4.0 2020-05-11,2020-10-02T21:30:55Z,automatic,4.0.1+565.gc209dea.dirty,6,green,14.2,us,6000b6i4,2020-07-30T00:35:56.000Z,30.6287,141.7721,5.8,0.0,MC0CFEG3SoADXbu0J4HvgA5XXeXhxpDqAhUAg9tKQIrfDaB6xcVS2GG/04w0mxo=,v1,Version 2.4.0 2020-05-11,automatic,12.82,us,6000b6i4,2020-07-30T00:35:56.000Z,30.6255,141.7693,5.8,2.0,6.0,6.0,MC0CFQClcAcbgiVEhU1CkOiPXGka35SuEAIUT2zycnybn7NMPdMT1mV6D83IGwg=,v1,Version 2.4.0 2020-05-11,,
us6000b72l,2020-07-30 19:16:50.124,"83 km SE of Neiafu, Tonga",-19.0784,-173.3356,10.0,5.7,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b72l,2020-07-30T19:16:50.000Z,WGRW12,-19.0784,-173.3356,5.7,automatic,-17.25,-171.433,3.502,5.989,0.015,0.208,0.03,2.162,0.037,0.416,0.011,0.084,0.002,0.01,-20.85,-175.25,MCwCFDLo4mbYALLcfTI0bwlW2AUdQCezAhQiv+LGv4Ns6fH8p62nzFrnCiixbw==,v1,Version 2.4.0 2020-05-11,2020-10-05T14:36:14Z,automatic,4.0.1+565.gc209dea.dirty,8,green,10.0,us,6000b72l,2020-07-30T19:16:50.000Z,-19.0784,-173.3356,5.7,3.0,MC0CFQCJjND3ZWx5eDp7B5clQiIGiZAzegIUHO3CISLvDmI4erGgjieEV7ar8+w=,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,6000b72l,2020-07-30T19:16:49.000Z,-19.0303,-173.4715,5.7,3.3,3.0,3.0,MC0CFBxPf23/ydrRBlZJ5D4ptolnEU9pAhUAhukrmd2NSzdEjxjOPxabv1oTE2g=,v1,Version 2.4.0 2020-05-11,,
us6000b7ai,2020-07-31 06:06:41.589,"34 km ENE of Hinatuan, Philippines",8.5416,126.5987,28.0,5.7,28.0,USGS NEIC ShakeMap,ACTUAL,us,6000b7ai,2020-07-31T06:06:41.000Z,WGRW12,8.5416,126.5987,5.7,automatic,9.433,127.517,4.64,5.21,0.062,0.099,1.307,1.47,0.142,0.196,0.04,0.046,0.005,0.006,7.633,125.683,MCwCFCPF2pUFAg1V+5QXlL0FhJsYPoXMAhQEk3sua77Ye3+7BKx8T2mAqCRLOA==,v1,Version 2.4.0 2020-05-11,2020-08-13T06:14:50Z,automatic,4.0.1+525.gcbad862,5,green,28.0,us,6000b7ai,2020-07-31T06:06:41.000Z,8.5416,126.5987,5.7,5.0,MCwCFH425wPQrq+Vg05AMioG5sk4xyhWAhR3l8lVCp4XTd3NYVP4A5bGdhW/MQ==,v1,Version 2.4.0 2020-05-11,automatic,28.0,us,6000b7ai,2020-07-31T06:06:41.000Z,8.5416,126.5987,5.7,5.0,5.0,5.0,MC4CFQC2WGuLC+YBC44OLohPgh6K0bioCgIVANzifK+nTnCDIDnCGY88inQhTSw/,v1,Version 2.4.0 2020-05-11,,
us6000b7d1,2020-07-31 10:02:16.044,D'Entrecasteaux Islands region,-8.8214,152.7763,10.0,5.6,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b7d1,2020-07-31T10:02:16.000Z,WGRW12,-8.8214,152.7763,5.6,automatic,-7.0,154.583,5.451,6.276,0.105,0.243,1.945,2.546,0.237,0.41,0.073,0.097,0.011,0.014,-10.6,150.95,MCwCFH7r5c/Bf2UX6QCAkZTGJrTKon9/AhQVfTIF3Gjhanzyl1iFnIyusoh5Lw==,v1,Version 2.4.0 2020-05-11,2020-09-03T07:39:18Z,automatic,4.0.1+565.gc209dea,4,green,10.0,us,6000b7d1,2020-07-31T10:02:16.000Z,-8.8214,152.7763,5.6,5.0,MCwCFERjC2ujkRD5IDzApVwMiV32MmRyAhQFQgd+tWdUg+olBFN+T0b+IvIL0w==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000b7wu,2020-08-01 09:17:17.522,southern Mid-Atlantic Ridge,-22.9245,-13.5001,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b7wu,2020-08-01T09:17:17.000Z,WGRW12,-22.9245,-13.5001,5.5,automatic,-21.1,-11.55,,6.159,,0.236,,2.447,,0.384,,0.087,,0.011,-24.7,-15.467,MC0CFDdG1eUA0IlrpjIphDfsv0UfW/yrAhUAi4hi5bK4hXQ1HUYwmaBbn6e3WsY=,v1,Version 2.4.0 2020-05-11,2020-10-04T21:16:32Z,automatic,4.0.1+565.gc209dea.dirty,6,green,10.0,us,6000b7wu,2020-08-01T09:17:17.000Z,-22.9245,-13.5001,5.5,0.0,MCwCFG9ejCole8JaI19+eQnHVRrccpEHAhQ/Rk28LvgJTxZvSNV44CgnVl/0nQ==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000b80p,2020-08-01 17:09:01.952,"11 km SW of Polloc, Philippines",7.2932,124.1331,483.0,6.4,483.0,USGS NEIC ShakeMap,ACTUAL,us,6000b80p,2020-08-01T17:09:01.000Z,WGRW12,7.2932,124.1331,6.4,automatic,9.083,125.95,2.849,2.85,0.002,0.002,-1.903,-1.902,0.004,0.004,0.002,0.002,0.0,0.0,5.483,122.333,MCwCFFAqbY/rtl1OjUTqFtYFOvkDRBUqAhRDxiYNFz9k7HpUyZe97TPU6zgFOQ==,v1,Version 2.4.0 2020-05-11,2020-10-03T22:03:37Z,automatic,4.0.1+565.gc209dea.dirty,7,green,483.0,us,6000b80p,2020-08-01T17:09:01.000Z,7.2932,124.1331,6.4,3.0,MCwCFGMgHY6FFbp6op0DlMKaFtnnjexJAhQxhYaUjinQ0r+GZ2ZhKzzl9usWZg==,v1,Version 2.4.0 2020-05-11,automatic,483.0,us,6000b80p,2020-08-01T17:09:01.000Z,7.2932,124.1331,6.4,4.1,7.0,7.0,MC4CFQDFqQpFFKUeOLasb7MGTgORK8fviAIVAOmsMcxAzBkvwJNt03OlnJ89FeTd,v1,Version 2.7.9 2021-02-10,,
us6000b849,2020-08-01 19:08:49.710,"207 km SE of Lorengau, Papua New Guinea",-3.1882,148.7475,10.0,5.7,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b849,2020-08-01T19:08:49.000Z,WGRW12,-3.1882,148.7475,5.7,automatic,-1.367,150.55,3.544,6.386,0.008,0.249,-0.172,2.639,0.024,0.437,0.011,0.109,0.002,0.016,-4.967,146.95,MC0CFESUnAbwpKERs3esb1jgdLOh+S5pAhUAm8nnNek3WV+3/UFPjFowWoxV42M=,v1,Version 2.4.0 2020-05-11,2020-10-02T21:28:11Z,automatic,4.0.1+565.gc209dea.dirty,6,green,10.0,us,6000b849,2020-08-01T19:08:49.000Z,-3.1882,148.7475,5.7,3.0,MC0CFDLmROvO139K1xk2Q0Mm48fkjNYPAhUAiJsKSwlmKfr4xVwNjd116kF/sR8=,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000b84f,2020-08-01 19:22:05.163,"199 km SE of Lorengau, Papua New Guinea",-3.1951,148.6496,10.0,6.1,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000b84f,2020-08-01T19:22:05.000Z,WGRW12,-3.1951,148.6496,6.1,automatic,-0.333,151.483,3.959,6.766,0.015,0.272,0.59,2.969,0.046,0.544,0.023,0.162,0.005,0.03,-6.0,145.8,MCwCFExIPqplhHws4vtyNJKBrUZoUgc4AhQPlXlSUEIhMIGBbsJaaErM9gCFrA==,v1,Version 2.4.0 2020-05-11,2020-10-02T21:26:10Z,automatic,4.0.1+565.gc209dea.dirty,6,green,10.0,us,6000b84f,2020-08-01T19:22:05.000Z,-3.1951,148.6496,6.1,4.0,MCwCFB2m+5VQTtDhDPtjwF+q4t79fr+XAhQOeFZcuh8V3vQ2oC+tn9dLrp+XbQ==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
